               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  75,            0.038376,            0.034033,           0.0087159,             0.60387,             0.45533,             0.49099,             0.26034,            0.046595,            0.040867,             0.02033,           0.0075886,           0.0075886,           0.0075886
                  76,            0.039636,            0.030838,           0.0080713,             0.69292,             0.48254,              0.5289,             0.26174,             0.04678,            0.040831,            0.019625,           0.0075307,           0.0075307,           0.0075307
                  77,             0.04004,            0.032932,           0.0083236,             0.58724,             0.44259,             0.43458,             0.22281,            0.050143,            0.041431,            0.020074,           0.0074725,           0.0074725,           0.0074725
                  78,            0.037384,            0.032565,           0.0081865,             0.46391,             0.53345,              0.4623,             0.21342,            0.047896,            0.041679,            0.018929,           0.0074139,           0.0074139,           0.0074139
                  79,             0.03685,            0.033196,           0.0077397,             0.40042,             0.51124,              0.4185,             0.23361,            0.051258,            0.041307,            0.021129,            0.007355,            0.007355,            0.007355
                  80,            0.038268,            0.031833,           0.0090328,             0.52744,             0.45139,             0.44243,             0.21285,             0.04764,            0.041412,            0.018017,           0.0072957,           0.0072957,           0.0072957
                  81,            0.038884,            0.031703,           0.0080228,             0.44121,              0.4727,             0.41761,             0.21281,            0.048234,            0.042153,            0.019699,           0.0072361,           0.0072361,           0.0072361
                  82,            0.037493,            0.031639,           0.0080091,             0.50027,             0.50435,             0.46636,             0.26601,            0.047559,            0.041713,            0.019334,           0.0071762,           0.0071762,           0.0071762
                  83,            0.037106,            0.030584,           0.0080617,              0.5051,             0.42796,             0.41496,             0.22464,            0.050835,            0.041501,            0.020544,            0.007116,            0.007116,            0.007116
                  84,            0.036802,            0.031836,           0.0071988,             0.49518,             0.50608,             0.46524,             0.26028,            0.048087,            0.041043,            0.020069,           0.0070555,           0.0070555,           0.0070555
                  85,             0.03807,            0.032159,           0.0073839,             0.45149,             0.51211,             0.46952,             0.28009,            0.045458,            0.041964,            0.021835,           0.0069948,           0.0069948,           0.0069948
                  86,            0.037372,            0.030036,           0.0079013,             0.45061,             0.50168,             0.44002,              0.2128,            0.047236,            0.041458,            0.021786,           0.0069338,           0.0069338,           0.0069338
                  87,            0.036127,            0.031776,           0.0081834,             0.44611,             0.47371,             0.45018,             0.26575,             0.04556,            0.042525,            0.021622,           0.0068726,           0.0068726,           0.0068726
                  88,            0.034865,            0.032409,           0.0077927,             0.43887,             0.51177,             0.46155,             0.22624,            0.047861,            0.041411,            0.023016,           0.0068111,           0.0068111,           0.0068111
                  89,            0.037087,            0.029603,           0.0071124,             0.53202,             0.49813,             0.48763,             0.25952,            0.047608,            0.040974,            0.020563,           0.0067495,           0.0067495,           0.0067495
                  90,            0.035297,            0.031546,           0.0067033,             0.55579,             0.44838,             0.43245,             0.20672,            0.048771,             0.04147,              0.0206,           0.0066877,           0.0066877,           0.0066877
                  91,            0.035454,            0.030527,           0.0077378,             0.53637,             0.50542,             0.50031,             0.25243,            0.046761,            0.041168,             0.01903,           0.0066257,           0.0066257,           0.0066257
                  92,            0.035072,            0.030366,           0.0070476,             0.51566,               0.589,             0.50168,             0.26422,            0.047263,            0.040731,            0.020027,           0.0065636,           0.0065636,           0.0065636
                  93,            0.035598,            0.031106,           0.0066503,              0.5668,              0.4196,             0.42127,             0.22268,            0.050938,             0.04465,            0.023033,           0.0065013,           0.0065013,           0.0065013
                  94,            0.034811,            0.029838,           0.0064663,             0.61554,             0.48501,             0.49341,             0.28437,            0.046314,            0.043424,            0.018675,           0.0064389,           0.0064389,           0.0064389
