               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,             0.02508,            0.025545,           0.0038793,             0.57031,              0.5472,              0.5058,             0.28994,            0.042857,            0.046513,            0.023248,           0.0032618,           0.0032618,           0.0032618
                 150,            0.027465,            0.024383,           0.0039864,             0.51776,             0.53875,             0.47058,             0.27935,             0.04356,            0.047393,            0.023809,           0.0032163,           0.0032163,           0.0032163
                 151,            0.026129,            0.024372,            0.003922,             0.62276,             0.53187,              0.4894,             0.29345,            0.042606,            0.046091,            0.023398,           0.0031716,           0.0031716,           0.0031716
                 152,            0.026179,            0.024381,           0.0041133,             0.59647,             0.55237,             0.49966,               0.305,            0.043173,            0.045707,            0.022452,           0.0031275,           0.0031275,           0.0031275
                 153,            0.025154,            0.024043,           0.0034797,             0.60853,             0.53522,             0.51138,             0.31131,            0.043317,            0.045157,            0.021973,           0.0030841,           0.0030841,           0.0030841
                 154,            0.024279,            0.023457,           0.0034245,             0.56812,             0.51945,             0.49207,             0.29196,            0.043604,            0.046196,            0.022332,           0.0030415,           0.0030415,           0.0030415
                 155,             0.02503,            0.024265,           0.0044455,             0.62442,             0.55686,             0.52818,              0.3279,            0.042656,            0.045205,            0.022019,           0.0029996,           0.0029996,           0.0029996
                 156,            0.025512,            0.025982,           0.0043323,             0.55628,             0.55077,             0.50241,             0.30668,            0.042757,            0.045211,            0.022928,           0.0029584,           0.0029584,           0.0029584
                 157,            0.024877,            0.024832,           0.0038777,              0.5289,             0.54665,             0.47353,             0.28005,            0.044921,            0.046898,            0.023634,           0.0029179,           0.0029179,           0.0029179
                 158,             0.02566,            0.025574,           0.0035731,             0.57792,             0.58689,             0.52817,             0.31223,            0.042979,            0.045277,            0.022182,           0.0028783,           0.0028783,           0.0028783
                 159,             0.02536,            0.025168,           0.0035387,             0.51228,             0.59254,             0.51023,             0.30658,            0.043168,            0.046966,            0.021235,           0.0028394,           0.0028394,           0.0028394
                 160,            0.025222,            0.024744,           0.0041054,             0.58142,             0.58589,             0.52783,             0.30343,            0.042999,             0.04679,            0.020664,           0.0028013,           0.0028013,           0.0028013
                 161,            0.024596,            0.024724,           0.0034725,             0.52789,             0.57184,             0.49274,             0.29285,            0.043829,            0.047244,            0.021582,           0.0027639,           0.0027639,           0.0027639
                 162,            0.023969,            0.024683,           0.0035234,             0.57214,             0.55214,             0.50445,             0.29989,            0.043492,            0.046519,            0.022132,           0.0027274,           0.0027274,           0.0027274
                 163,            0.024025,            0.024314,           0.0041707,             0.55374,              0.5082,             0.47821,             0.28259,            0.044151,            0.046291,            0.022803,           0.0026917,           0.0026917,           0.0026917
                 164,            0.023859,            0.024362,           0.0030587,             0.53935,             0.55734,             0.49663,             0.30406,            0.043466,            0.045772,            0.022952,           0.0026568,           0.0026568,           0.0026568
                 165,              0.0243,            0.024988,           0.0039394,             0.49247,             0.57805,             0.47669,             0.28079,            0.045012,            0.046141,            0.024098,           0.0026227,           0.0026227,           0.0026227
                 166,            0.024244,            0.024722,           0.0041121,             0.57496,              0.5951,             0.53394,             0.30422,             0.04416,            0.045839,            0.022649,           0.0025894,           0.0025894,           0.0025894
                 167,            0.024194,            0.023512,           0.0037219,             0.59181,             0.55889,             0.50876,             0.29401,            0.043781,            0.045861,            0.021505,            0.002557,            0.002557,            0.002557
                 168,            0.023021,            0.024003,            0.003567,             0.57822,             0.57718,              0.5296,             0.29496,            0.043702,            0.045604,            0.021886,           0.0025255,           0.0025255,           0.0025255
                 169,            0.023468,            0.022415,           0.0031506,             0.62271,             0.56349,             0.52984,             0.30451,            0.042919,             0.04589,            0.021381,           0.0024948,           0.0024948,           0.0024948
                 170,            0.024319,            0.025194,           0.0034343,             0.52839,             0.54905,             0.49162,              0.2904,            0.043657,            0.047073,            0.022046,           0.0024649,           0.0024649,           0.0024649
                 171,            0.023168,            0.022086,           0.0034324,             0.52038,             0.56874,             0.47966,             0.28705,            0.043746,            0.047033,            0.022603,            0.002436,            0.002436,            0.002436
                 172,            0.023087,            0.024027,           0.0036296,             0.59405,             0.56544,             0.52966,             0.31779,             0.04336,             0.04723,            0.022157,           0.0024079,           0.0024079,           0.0024079
                 173,            0.024485,            0.024176,           0.0037823,             0.54136,             0.57781,             0.51282,             0.31112,             0.04347,              0.0463,            0.021308,           0.0023807,           0.0023807,           0.0023807
                 174,            0.023776,            0.023218,           0.0032319,             0.55359,             0.51717,             0.48101,             0.28695,             0.04473,            0.045721,            0.022517,           0.0023544,           0.0023544,           0.0023544
                 175,            0.024455,            0.023927,           0.0037603,             0.55667,             0.54484,             0.51741,             0.31437,            0.042926,            0.046103,            0.020768,            0.002329,            0.002329,            0.002329
                 176,            0.023069,            0.023096,           0.0032836,             0.47796,             0.57376,             0.49541,             0.29225,            0.043669,            0.046634,            0.021827,           0.0023045,           0.0023045,           0.0023045
                 177,            0.023802,            0.023486,           0.0040233,             0.45983,             0.57303,              0.4814,             0.28728,             0.04404,            0.046685,            0.023211,           0.0022809,           0.0022809,           0.0022809
                 178,            0.023468,            0.023193,           0.0032265,             0.53367,              0.6167,              0.5277,              0.2961,            0.043919,            0.045607,             0.02257,           0.0022582,           0.0022582,           0.0022582
                 179,            0.023071,            0.023862,           0.0032887,             0.51988,             0.50033,             0.47238,             0.28123,             0.04662,             0.04617,            0.025132,           0.0022365,           0.0022365,           0.0022365
                 180,             0.02303,            0.023207,           0.0034048,             0.55517,             0.56839,             0.54462,             0.30942,            0.044078,            0.045461,            0.023365,           0.0022157,           0.0022157,           0.0022157
                 181,            0.022896,            0.023663,           0.0035331,             0.69656,             0.51945,             0.54669,             0.31287,            0.043949,            0.045118,            0.024244,           0.0021958,           0.0021958,           0.0021958
                 182,            0.023353,            0.023052,           0.0037902,             0.67306,              0.5335,             0.53316,             0.30491,            0.044501,            0.044985,            0.024666,           0.0021768,           0.0021768,           0.0021768
                 183,            0.022372,            0.022677,           0.0027948,             0.58253,             0.56686,             0.52866,             0.29306,            0.044471,            0.045456,            0.023225,           0.0021588,           0.0021588,           0.0021588
                 184,            0.022907,            0.024851,           0.0035358,             0.59582,             0.59205,             0.54602,             0.31081,            0.043844,            0.045355,            0.022346,           0.0021418,           0.0021418,           0.0021418
                 185,            0.023137,            0.024267,           0.0035026,             0.60078,             0.58767,             0.54665,             0.31158,            0.043548,            0.045549,            0.022149,           0.0021257,           0.0021257,           0.0021257
                 186,            0.022759,            0.023228,           0.0026615,             0.56444,             0.57984,             0.52704,             0.30383,            0.042609,            0.045794,            0.023061,           0.0021105,           0.0021105,           0.0021105
                 187,            0.022868,            0.023144,           0.0034559,             0.54367,             0.56804,             0.52755,             0.32583,            0.042605,            0.046122,            0.023582,           0.0020963,           0.0020963,           0.0020963
                 188,            0.022972,            0.022282,           0.0035733,             0.59615,             0.54202,             0.49928,             0.29728,            0.044291,            0.046781,            0.023745,           0.0020831,           0.0020831,           0.0020831
                 189,            0.022452,            0.022479,           0.0029468,             0.60494,             0.51551,             0.53309,             0.30387,            0.043707,            0.046768,            0.022748,           0.0020709,           0.0020709,           0.0020709
                 190,            0.022178,            0.022735,           0.0030731,             0.53977,             0.58265,             0.52199,             0.30371,            0.042936,            0.046548,            0.022006,           0.0020596,           0.0020596,           0.0020596
                 191,            0.022206,            0.022336,           0.0030604,             0.60419,             0.54113,             0.50598,             0.29317,            0.044039,            0.047463,            0.023278,           0.0020492,           0.0020492,           0.0020492
                 192,            0.022364,            0.023469,           0.0034054,             0.58869,             0.55329,             0.53563,              0.3037,            0.043362,            0.046685,            0.022205,           0.0020399,           0.0020399,           0.0020399
                 193,            0.023051,            0.023031,           0.0033855,              0.5951,             0.57935,             0.53531,             0.30255,            0.043499,            0.046737,            0.022736,           0.0020315,           0.0020315,           0.0020315
                 194,             0.02218,            0.022108,           0.0029118,             0.62387,             0.53039,             0.51238,             0.29969,            0.043249,             0.04703,            0.022501,           0.0020242,           0.0020242,           0.0020242
                 195,             0.02216,            0.023111,           0.0030109,             0.58877,             0.52452,             0.50357,             0.28681,            0.043867,            0.046864,            0.022779,           0.0020178,           0.0020178,           0.0020178
                 196,            0.022551,             0.02238,           0.0040108,             0.62665,             0.53044,             0.50187,              0.2971,            0.043762,            0.047073,            0.022818,           0.0020123,           0.0020123,           0.0020123
                 197,            0.021832,            0.023783,           0.0029246,             0.59462,             0.55632,             0.51013,             0.29847,            0.043302,            0.047072,            0.023335,           0.0020079,           0.0020079,           0.0020079
                 198,            0.021931,            0.022088,           0.0028328,             0.59267,             0.54391,             0.49726,             0.28925,            0.043756,             0.04766,            0.023015,           0.0020044,           0.0020044,           0.0020044
                 199,            0.023037,            0.023822,           0.0035556,             0.55924,             0.54652,             0.48705,             0.28276,            0.044555,            0.047729,            0.024434,            0.002002,            0.002002,            0.002002
