               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  33,            0.025378,            0.024222,           0.0036902,             0.55221,             0.56813,             0.51745,              0.3016,            0.044224,            0.044554,             0.02098,           0.0042969,           0.0042969,           0.0042969
                  34,            0.023886,            0.023071,           0.0039417,              0.4734,             0.55416,             0.46936,             0.26154,            0.044917,            0.049323,            0.020903,            0.004073,            0.004073,            0.004073
                  35,            0.024368,            0.023803,           0.0037205,             0.54257,             0.54292,             0.47446,             0.26917,            0.044854,            0.047661,            0.020042,           0.0038567,           0.0038567,           0.0038567
                  36,            0.024182,            0.023178,           0.0039134,             0.54956,              0.5275,             0.50471,             0.28673,            0.043536,            0.049802,            0.022331,           0.0036489,           0.0036489,           0.0036489
                  37,            0.024998,            0.023038,           0.0035686,             0.60118,             0.50571,               0.493,             0.27607,            0.043974,            0.049303,            0.022097,           0.0034503,           0.0034503,           0.0034503
                  38,            0.023251,            0.023324,           0.0035379,             0.53464,             0.54267,             0.50113,             0.28936,            0.043378,            0.048328,            0.021888,           0.0032618,           0.0032618,           0.0032618
                  39,             0.02356,            0.022694,            0.003222,             0.62004,             0.53134,             0.50656,             0.28939,            0.043502,            0.047631,             0.02158,           0.0030841,           0.0030841,           0.0030841
                  40,            0.023713,            0.023139,           0.0036129,             0.49723,             0.57021,             0.48092,             0.29801,            0.043982,            0.047704,            0.022253,           0.0029179,           0.0029179,           0.0029179
                  41,            0.023176,            0.022903,           0.0034685,             0.64248,             0.54234,             0.54456,             0.31775,            0.043126,            0.047659,            0.021441,           0.0027639,           0.0027639,           0.0027639
                  42,            0.022251,            0.022553,           0.0030467,             0.65439,              0.5373,             0.53233,             0.29347,            0.043948,            0.047509,            0.021894,           0.0026227,           0.0026227,           0.0026227
                  43,            0.021688,            0.022765,           0.0029499,             0.62499,             0.53197,             0.53631,             0.30505,            0.043635,            0.047262,            0.023078,           0.0024948,           0.0024948,           0.0024948
                  44,            0.022039,            0.022369,           0.0028459,             0.63975,             0.52408,             0.53039,             0.31487,            0.042882,            0.046927,            0.022045,           0.0023807,           0.0023807,           0.0023807
                  45,            0.021786,            0.022327,           0.0027097,             0.55344,              0.5636,             0.51751,             0.30095,             0.04285,            0.047853,             0.02118,           0.0022809,           0.0022809,           0.0022809
                  46,            0.021502,            0.021522,           0.0028687,             0.60264,             0.56176,             0.53039,             0.31454,            0.042746,            0.047456,            0.021068,           0.0021958,           0.0021958,           0.0021958
                  47,            0.022257,            0.022387,           0.0032286,             0.69336,             0.50007,             0.52931,              0.3156,            0.042945,            0.047584,            0.020977,           0.0021257,           0.0021257,           0.0021257
                  48,            0.021375,            0.021445,            0.002697,             0.60695,             0.54893,             0.52973,              0.3164,            0.043057,            0.048203,            0.020966,           0.0020709,           0.0020709,           0.0020709
                  49,             0.02087,            0.022343,           0.0028948,             0.64055,             0.52527,             0.52492,             0.30808,            0.043578,            0.047999,            0.021804,           0.0020315,           0.0020315,           0.0020315
